age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
50	U	U	D	WHITE	INDIANSUBCONTINENT	5	780.0							False	False	False	False	False	False
58	F	D	D	WHITE	NORDIC	1	590.0	True	False	False	False	False	False	True	False	True	True	False	False
63	U	U	D	WHITE	BRITISH	3	460.0	False	False	False	True	False	True	True	True	True	True	False	True
28	F	U	U	WHITE	JEWISH	3	550.0										False	False	False
37	F	D	D	WHITE	BRITISH	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
26	M	D	D	WHITE	BRITISH	5	400.0								False	False	False	False	False
53	M	U	D	WHITE	BRITISH	3	760.0	True	False	False	False	True	True	True	False	False	True	False	False
75	F	D	D	WHITE	BRITISH	5		False	False	False	True	True	False	True	False	True	True	True	True
42	F	U	U	WHITE	MUSLIM	2	590.0								False	False	True	False	False
57	M	U	U	WHITE	BRITISH	2	860.0	True	False	False	False	False	False	False	False	False	False	False	False
25	M	U	U	WHITE	BRITISH	3	520.0						True	False	False	False	False	False	False
67	M	D	D	WHITE	JEWISH	5	390.0	False	False	False	True	True	False	True	True	True	False	True	False
22	F	U	U	WHITE	BRITISH	1	590.0									False	False	False	False
88	M	U	D	WHITE	FRENCH	2	510.0	True	False	False	False	True	False	True	False	True	False	False	False
44	F	U	D	WHITE	BRITISH	4	740.0	False	False	False	False	False	False	False	False	False	False	False	False
53	U	D	D	ASIAN	MUSLIM	1	400.0	False	False	False	False	False	False	False	False	False	False	False	False
19	F	D	D	WHITE	BRITISH	2	610.0												False
80	U	U	U	ASIAN	MUSLIM	1	210.0	False	False	False	False	False	False	False	False	False	False	False	False
30	M	R	R	UNKNOWN	JEWISH	2	840.0												
48	F	U	D	WHITE	BRITISH	2	680.0	False	False	False	True	True	True	True	True	True	True	True	True
45	M	U	D	WHITE	JEWISH	3	760.0				False	False	False	True	False	True	True	True	True
67	U	U	D	WHITE	JEWISH	1	1020.0	False	False	False	False	False	False	False	False	False	False	False	False
59	U	U	U	ASIAN	EASTASIAN	3	700.0				False	False	False	True	False	True	False	False	True
48	F	U	D	WHITE	BRITISH	3	590.0	False	False	False	True	True	True	True	False	False	True	False	False
23	M	U	D	WHITE	BRITISH	4	460.0									False	False	False	False
19	M	U	R	HISPANIC	JEWISH	4	450.0										False	False	False
23	F	D	D	WHITE	EASTASIAN	5	530.0								False	False	False	False	False
44	F	D	D	UNKNOWN	HISPANIC	1													
79	M	D	D	WHITE	JEWISH	1	210.0	False	False	False	False	False	False	False	False	False	True	False	False
19	F	D	D	WHITE	BRITISH	5	480.0												True
68	F	U	D	WHITE	JEWISH	5	600.0	False	False	False	False	False	False	False	False	False	False	False	False
27	F	U	R	WHITE	BRITISH	5	460.0				False	True	True	True	False	True	True	True	True
69	F	U	D	WHITE	JEWISH	3	700.0	True	False	False	False	False	False	False	False	True	True	True	True
51	U	R	R	ASIAN	EASTASIAN	3	730.0									False	False	False	False
45	F	D	D	WHITE	BRITISH	1	640.0				False	False	True	True	False	True	False	False	True
54	U	U	U	ASIAN	EASTASIAN	3	870.0							False	False	True	True	True	True
85	M	U	R	WHITE	BRITISH	5	540.0	True	False	False	False	True	False	True	False	False	False	False	False
68	F	D	D	WHITE	BRITISH	1	490.0	True	False	False	False	False	False	False	True	True	False	False	False
40	F	D	D	WHITE	JEWISH	4	740.0												True
42	M	D	D	HISPANIC	HISPANIC	5	700.0	True	False	False	False	True	False	True	False	True	True	False	True
86	F	U	U	WHITE	BRITISH	5	670.0	False	False	False	False	False	False	False	False	False	False	False	False
40	F	U	D	WHITE	BRITISH	4	390.0	False	False	False	False	True	False	False	False	False	True	True	True
68	M	U	R	ASIAN	EASTASIAN	1	610.0	False	False	False	False	False	False	False	False	False	False	False	False
82	F	D	D	WHITE	BRITISH	5	450.0	False	False	False	False	False	False	False	False	False	False	False	False
29	F	U	U	UNKNOWN	BRITISH	1	440.0												False
58	M	U	U	WHITE	JEWISH	2	510.0	False	False	False	False	False	False	False	False	False	False	False	False
40	F	U	D	ASIAN	INDIANSUBCONTINENT	4	500.0											False	True
52	U	D	D	WHITE	BRITISH	3	470.0		False	False	False	False	False	False	False	False	True	True	True
41	U	U	U	WHITE	BRITISH	1	560.0			False	False	False	False	False	False	False	False	False	False
61	M	U	D	WHITE	BRITISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
39	M	D	D	WHITE	BRITISH	3	420.0	False	False	False	False	False	False	False	False	False	False	False	False
71	F	U	D	WHITE	BRITISH	3	750.0	False	False	False	False	False	False	False	False	False	False	False	False
66	M	U	D	WHITE	BRITISH	5									False	False	False	False	False
52	F	D	D	WHITE	BRITISH	4	600.0	False	False	False	True	False	True	True	True	False	False	False	False
35	F	D	D	UNKNOWN	BRITISH	1	460.0											False	False
92	F	D	D	WHITE	BRITISH	1									False	False	False	False	False
58	M	U	D	WHITE	JEWISH	3	420.0	False	False	False	True	False	True	True	True	True	True	True	True
39	F	U	D	WHITE	BRITISH	4	530.0		False	False	False	False	False	False	False	False	False	False	True
75	M	U	D	ASIAN	INDIANSUBCONTINENT	3	610.0	False	False	False	True	False	False	False	False	False	False	False	False
21	F	U	D	WHITE	JEWISH	4	780.0												False
21	F	D	D	WHITE	BRITISH	2	670.0										True	False	False
37	M	D	D	UNKNOWN	JEWISH	1	460.0												
32	U	U	R	WHITE	FRENCH	4	390.0										False	False	False
58	M	U	R	WHITE	FRENCH	2	560.0	True	False	False	False	True	False	False	False	False	False	False	False
59	M	U	R	WHITE	ITALIAN	2	540.0	False	False	False	False	False	False	False	False	False	False	False	False
30	M	R	R	WHITE	BRITISH	3	500.0							False	False	False	False	False	True
60	F	U	U	ASIAN	EASTASIAN	5	820.0	False	False	False	False	False	False	False	False	False	False	False	False
38	M	U	U	WHITE	BRITISH	3	700.0											False	False
30	M	U	D	WHITE	BRITISH	1	670.0	False	False	False	False	True	False	False	True	False	False	False	False
58	F	D	D	WHITE	BRITISH	5	550.0	False	False	False	True	False	False	False	False	False	False	True	True
19	F	U	U	WHITE	BRITISH	3	590.0										False	False	False
22	U	D	D	ASIAN	INDIANSUBCONTINENT	1	500.0												False
42	M	U	D	WHITE	BRITISH	5	600.0	False	False	False	False	False	False	False	False	True	True	False	True
67	M	D	D	WHITE	BRITISH	5	930.0	False	False	False	False	False	False	False	False	False	True	True	True
20	F	U	U	WHITE	JEWISH	4	940.0										False	False	False
51	M	U	D	WHITE	BRITISH	4	390.0	False	False	False	True	False	False	True	True	True	False	False	False
49	F	U	R	WHITE	BRITISH	3	710.0	False	False	False	True	True	True	True	False	True	True	True	True
39	M	U	D	ASIAN	EASTASIAN	3	680.0							False	False	False	False	False	False
26	U	U	U	WHITE	JEWISH	1	400.0						False	False	False	False	False	False	False
38	M	D	D	WHITE	BRITISH	2	430.0							True	False	True	True	False	False
54	M	D	D	WHITE	BRITISH	2	470.0				False	False	False	False	False	False	False	True	False
27	U	U	U	WHITE	JEWISH	2	810.0								False	False	False	False	False
18	M	U	U	UNKNOWN	EASTASIAN	2	500.0												False
88	M	D	D	WHITE	JEWISH	5	380.0	False	False	False	True	True	False	False	False	False	False	False	False
55	M	D	D	WHITE	BRITISH	5	440.0	False	False	False	True	True	False	True	True	False	True	True	False
72	M	U	D	WHITE	JEWISH	1	940.0	True	False	False	False	False	False	False	False	False	False	True	True
59	M	R	R	WHITE	BRITISH	2	540.0	False	False	False	True	True	False	True	False	False	True	True	False
46	U	U	U	ASIAN	EASTASIAN	3	710.0								False	False	False	False	False
37	F	D	D	WHITE	JEWISH	3	440.0							False	False	False	False	False	True
45	M	D	D	WHITE	BRITISH	4	550.0	False	False	False	False	False	False	False	False	False	False	False	False
36	M	U	D	WHITE	JEWISH	3	570.0	True	False	False	False	False	False	False	False	False	False	True	False
41	F	U	R	WHITE	ITALIAN	1	470.0	False	False	False	True	True	False	True	False	True	False	True	False
47	M	U	D	WHITE	EASTEUROPEAN	3	460.0			False	False	False	False	False	False	False	False	False	True
61	F	U	D	WHITE	JEWISH	2	830.0	False	False	False	False	True	False	False	False	False	False	False	False
90	F	U	D	WHITE	BRITISH	1	210.0	False	False	False	True	True	True	True	True	True	True	True	False
72	M	U	D	WHITE	BRITISH	1				False	False	False	False	True	False	False	False	False	False
66	M	R	R	WHITE	BRITISH	3	460.0	False	False	False	False	False	False	False	False	False	False	False	False
27	F	U	U	WHITE	BRITISH	1	420.0								False	False	False	False	False
53	F	U	R	WHITE	BRITISH	5	440.0	False	False	False	False	False	False	False	False	False	False	False	False
41	U	U	U	ASIAN	INDIANSUBCONTINENT	2	690.0												False
72	F	R	R	WHITE	HISPANIC	1	490.0	False	False	False	True	True	False	True	False	True	True	True	True
32	F	U	D	WHITE	JEWISH	1	520.0	False	False	False	False	False	False	False	False	False	False	False	False
49	F	D	D	WHITE	JEWISH	3	650.0	True	False	False	False	True	False	False	False	False	True	True	True
32	M	U	U	WHITE	BRITISH	5	420.0												False
53	F	D	D	WHITE	BRITISH	2	730.0	False	False	False	True	True	True	True	False	True	True	True	False
20	M	U	D	WHITE	JEWISH	2	540.0											False	False
53	U	U	D	ASIAN	EASTASIAN	3	700.0	False	False	False	True	True	False	True	True	True	True	False	True
33	F	D	D	WHITE	JEWISH	3	580.0	False	False	False	False	False	False	False	False	False	False	False	False
58	F	U	D	WHITE	JEWISH	4	390.0	False	False	False	False	False	False	False	False	False	False	True	False
21	F	U	U	UNKNOWN	JEWISH	4													False
73	M	U	R	WHITE	JEWISH	2	510.0	False	False	False	False	False	False	False	False	False	False	False	False
31	M	U	D	WHITE	BRITISH	2	570.0							False	False	False	False	False	False
22	M	D	D	WHITE	JEWISH	1	470.0									True	False	False	False
69	F	D	D	WHITE	BRITISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
43	F	D	D	WHITE	EASTEUROPEAN	5	480.0						False	False	False	False	True	False	False
49	U	U	U	ASIAN	INDIANSUBCONTINENT	2	970.0											False	False
55	F	U	R	WHITE	BRITISH	3	660.0	True	False	False	False	False	True	True	False	True	True	False	False
60	M	R	R	WHITE	BRITISH	4		True	False	False	False	False	False	True	False	False	False	False	False
61	M	R	R	WHITE	BRITISH	4	750.0	False	False	False	False	False	False	False	False	False	False	False	False
19	M	U	D	WHITE	BRITISH	2	730.0												False
50	F	U	D	WHITE	JEWISH	5		False	False	False	False	True	False	True	False	False	True	True	True
22	F	D	D	WHITE	JEWISH	4	480.0									True	False	False	False
35	M	U	D	WHITE	JEWISH	1	750.0									False	False	True	False
64	F	U	D	WHITE	BRITISH	2	510.0	False	False	False	False	False	False	False	False	False	True	False	True
42	M	U	U	UNKNOWN	BRITISH	4	710.0												False
69	F	U	R	WHITE	BRITISH	1	610.0	False	False	True	False	True	False	False	False	False	True	False	True
22	U	U	U	UNKNOWN	JEWISH	4	810.0												
56	M	U	D	WHITE	EASTEUROPEAN	1	430.0	False	False	False	True	False	False	False	False	True	True	False	False
72	U	D	D	WHITE	BRITISH	1		True	False	False	False	True	False	False	False	False	True	True	False
25	M	D	D	WHITE	BRITISH	3	650.0						False	False	False	False	False	True	False
65	M	D	D	WHITE	BRITISH	4	670.0	False	False	False	False	False	False	False	False	False	False	False	False
54	M	U	D	WHITE	ITALIAN	2	750.0	False	False	False	False	False	False	False	False	False	False	False	True
52	F	U	D	WHITE	BRITISH	5	470.0							False	False	False	False	False	False
38	F	U	U	UNKNOWN	BRITISH	4	350.0												
54	F	U	R	WHITE	FRENCH	2	730.0	False	False	False	False	False	False	False	False	False	False	False	False
51	U	U	U	ASIAN	INDIANSUBCONTINENT	2	940.0											False	True
77	M	U	D	WHITE	BRITISH	5	430.0	True	False	False	False	False	False	False	False	False	True	False	False
32	F	D	D	HISPANIC	AFRICANS	2	480.0	False	False	False	False	False	False	False	False	False	False	False	False
62	F	D	D	WHITE	BRITISH	4	730.0	True	False	False	False	False	False	True	False	False	True	True	True
44	M	D	D	WHITE	JEWISH	5	480.0											True	True
63	M	U	D	WHITE	BRITISH	4	610.0	False	False	False	False	True	True	True	True	True	True	False	True
71	M	D	D	BLACK	ITALIAN	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
54	F	U	D	WHITE	BRITISH	5	400.0	False	False	False	False	True	False	True	False	False	False	False	False
37	M	U	D	WHITE	BRITISH	5	500.0				False	False	False	False	False	False	False	False	False
26	M	U	D	WHITE	BRITISH	4	340.0							False	False	False	False	False	False
35	F	U	D	ASIAN	BRITISH	2	520.0									True	False	False	False
29	F	U	U	WHITE	BRITISH	1	860.0			False	False	False	False	False	False	False	False	False	False
73	F	U	R	WHITE	BRITISH	5	610.0	False	False	False	False	False	False	False	False	False	False	False	False
30	U	U	D	ASIAN	MUSLIM	5	760.0												False
49	M	U	R	WHITE	BRITISH	3	810.0	True	False	False	False	True	True	True	False	True	True	True	True
74	F	U	D	WHITE	BRITISH	1	440.0	False	False	False	True	False	False	True	True	True	True	False	True
23	M	U	D	WHITE	BRITISH	4	540.0								False	False	False	False	False
73	F	U	D	WHITE	BRITISH	4	440.0	False	False	False	False	False	False	False	False	False	False	False	False
87	F	U	R	WHITE	BRITISH	5	610.0	False	False	False	True	False	False	False	False	False	False	False	False
21	F	U	U	UNKNOWN	BRITISH	3	600.0												False
67	M	D	D	UNKNOWN	BRITISH	4													False
59	M	U	U	WHITE	JEWISH	3	1380.0	False	False	False	False	False	False	False	False	False	False	False	False
39	F	R	R	WHITE	JEWISH	3	420.0	True	False	False	False	True	True	True	True	True	True	True	True
60	F	D	D	WHITE	BRITISH	4	440.0	False	False	False	True	True	False	True	False	False	False	False	False
58	M	U	D	WHITE	BRITISH	4	750.0	False	False	False	True	False	True	True	False	False	False	False	False
66	F	R	R	WHITE	JEWISH	3	960.0	False	False	False	False	False	False	False	False	False	False	False	False
63	F	D	D	WHITE	BRITISH	2	840.0	False	False	False	True	True	False	True	True	True	True	True	False
34	F	U	R	WHITE	EASTEUROPEAN	1	760.0				False	False	False	True	False	True	True	False	True
24	F	D	D	WHITE	JEWISH	4	790.0							False	True	False	False	False	False
31	M	R	R	WHITE	BRITISH	5	500.0	False	False	False	False	False	False	False	False	False	False	False	False
47	U	U	D	ASIAN	INDIANSUBCONTINENT	1	960.0	False	False	False	False	False	False	False	False	False	False	False	True
47	M	R	R	WHITE	JEWISH	5	470.0								False	False	False	False	False
22	M	U	U	WHITE	JEWISH	5	550.0								False	False	False	False	False
36	F	U	U	UNKNOWN	BRITISH	1	650.0												False
46	U	U	D	WHITE	BRITISH	5	440.0						False	False	False	False	True	True	True
61	M	R	R	WHITE	BRITISH	4	1050.0	False	False	False	False	True	False	False	False	False	False	False	False
19	F	D	D	WHITE	JEWISH	2	810.0										False	False	False
57	M	D	D	WHITE	BRITISH	4	470.0	False	False	False	True	True	True	True	False	True	False	True	False
36	M	U	U	UNKNOWN	BRITISH	2	500.0												True
68	F	U	D	WHITE	BRITISH	2	580.0	False	False	False	False	False	False	False	False	False	False	False	False
31	F	D	D	UNKNOWN	FRENCH	1	390.0										False	False	False
68	M	D	D	UNKNOWN	BRITISH	1	640.0	False	False	False	False	False	False	True	True	False	True	True	True
46	M	U	D	BLACK	BRITISH	1	420.0	False	False	False	False	False	False	False	False	True	True	True	True
21	M	U	D	WHITE	BRITISH	1	460.0										True	False	True
57	F	U	D	WHITE	GERMANIC	5	730.0	False	False	False	False	False	False	False	False	False	False	False	True
18	M	U	U	UNKNOWN	ITALIAN	2	890.0												
60	M	U	D	WHITE	EASTASIAN	4	790.0						False	False	False	False	False	False	False
39	U	U	U	UNKNOWN	EASTASIAN	1	460.0												
31	F	D	D	UNKNOWN	EASTASIAN	3	600.0												
50	F	U	D	WHITE	JEWISH	5	470.0	False	False	False	True	False	False	True	True	False	True	False	True
66	F	U	R	WHITE	BRITISH	2	450.0	True	False	False	False	False	False	False	True	False	False	False	False
65	F	U	D	WHITE	BRITISH	2	710.0	False	False	False	True	False	False	False	False	False	False	True	False
45	M	D	D	ASIAN	INDIANSUBCONTINENT	4	810.0									False	False	False	False
39	M	U	D	WHITE	ITALIAN	1	490.0	False	False	False	False	False	False	False	False	False	False	False	False
69	F	D	D	WHITE	BRITISH	5	380.0	False	False	False	False	False	False	False	False	True	True	False	False
75	F	U	D	WHITE	FRENCH	3	700.0	False	False	False	False	False	False	False	False	False	False	False	False
43	M	U	U	WHITE	JEWISH	1	790.0	False	False	False	False	False	False	False	False	False	True	False	False
25	F	D	D	WHITE	BRITISH	2	430.0							False	False	False	False	False	False
69	M	D	D	WHITE	BRITISH	3	700.0	False	False	False	False	False	False	False	False	False	False	False	True
51	F	U	U	UNKNOWN	FRENCH	3	740.0												
55	F	D	D	WHITE	BRITISH	3	540.0	False	False	False	True	False	False	True	True	False	True	False	True
75	F	R	R	WHITE	JEWISH	3	760.0	True	False	False	False	False	False	False	False	True	False	True	False
34	F	U	U	UNKNOWN	AFRICANS	4	290.0												False
19	U	U	D	ASIAN	INDIANSUBCONTINENT	4	790.0										False	False	False
29	F	D	D	WHITE	BRITISH	3	480.0										True	True	False
66	M	R	R	WHITE	BRITISH	5	530.0	False	False	False	True	True	False	True	True	True	False	False	True
76	M	R	R	WHITE	BRITISH	3	510.0	False	False	False	True	True	False	True	True	True	True	True	True
69	M	U	R	WHITE	JEWISH	1	470.0	False	False	False	False	True	False	False	False	False	False	False	False
23	F	U	U	WHITE	JEWISH	3	570.0								False	False	False	False	False
58	F	D	D	WHITE	FRENCH	5	660.0	False	False	False	True	False	False	True	False	True	False	False	False
63	M	U	R	WHITE	ITALIAN	5	840.0	False	False	False	False	False	False	False	False	False	False	False	False
70	F	D	D	WHITE	BRITISH	2	440.0	False	False	False	False	False	False	False	False	False	True	False	False
